frequency	korean	pos	hanja	hint	go_level	topik_level
	서운하다	형용사		마음이 ~		중급
	서울	고유 명사			A	
	서울01	명사		도시		초급
	서울역	고유 명사	-驛		A	
4805	서적02	명사	書籍	~을 읽다	C	중급
5229	서점03	명사	書店	책방	A	초급
3152	서쪽	명사	西-	방향	A	초급
2502	서클	명사		circle	C	
8798	서투르다	형용사		영어가 ~	B	중급
9632	서툴다	형용사		영어가 ~	C	중급
4907	석02	관형사		~ 달	C	
3816	석10	의존명사	席		C	
9634	석사01	명사	碩士		C	
2655	석유01	명사	石油	석유 산업	B	중급
1921	섞다	동사		물을 ~	B	초급
2414	섞이다	동사		냄새가 ~	B	중급
827	선14	명사	線	~을 긋다	C	중급
300	선거04	명사	選擧	대통령 선거	C	중급
	선글라스	명사		~를 끼다		중급
4909	선명하다02	형용사	鮮明-		C	
1741	선물03	명사	膳物	~을 받다	A	초급
14518	선물하다	동사	膳物-		A	
1122	선배	명사	先輩	후배	B	초급
518	선생01	명사	先生		A	
204	선생님	명사	先生-	국어 선생님	A	초급
	선선하다01	형용사		날씨가 ~		초급
831	선수05	명사	選手	축구 선수	B	초급
	선약02	명사		~이 있다		중급
3875	선언하다	동사	宣言-		C	
5368	선원06	명사	船員		C	
2235	선장06	명사	船長		C	
5230	선전03	명사	宣傳	~을 보다	C	중급
	선정07	명사		수상자 선정		중급
3817	선정하다03	동사	選定-		C	
3995	선진03	명사	先進	선진 국가	C	중급
2025	선진국	명사	先進國	~으로 성장하다	C	중급
2316	선택	명사	選擇	~을 하다	B	초급
1332	선택하다	동사	選擇-		B	
10100	선풍기	명사	扇風機	~를 켜다	B	초급
	선호03	명사		선호 직업		중급
4910	선호하다01	동사	選好-		C	
	설01	명사		~을 맞이하다		중급
6435	설거지	명사		~를 하다	B	초급
4704	설날	명사		명절	B	초급
	설득	명사		~을 당하다		중급
4705	설득하다	동사	說得-		C	
23768	설렁탕	명사	-湯	음식	B	초급
	설레다	동사		가슴이 ~		중급
	설립02	명사		회사 설립		중급
5231	설립하다	동사	設立-		C	
	설마01	부사		설마 진심은 아니지?		중급
965	설명	명사	說明	~을 듣다	A	초급
4616	설명되다	동사	說明-		C	
	설명서	명사		~를 읽다		중급
577	설명하다	동사	說明-		A	
4437	설문01	명사	設問	~에 답하다	C	중급
	설문지	명사		~를 작성하다		중급
	설사01	명사		~가 멈추다		중급
5369	설사02	부사	設使		C	
	설악산	고유 명사	雪嶽山		A	
	설정02	명사		상황 설정		중급
2634	설치02	명사	設置	인터넷 설치	C	중급
2930	설치되다01	동사	設置-		C	
2098	설치하다01	동사	設置-		C	
2236	설탕	명사	雪糖	~을 넣다	A	초급
1964	섬03	명사		제주도	B	초급
4617	섭섭하다01	형용사		서운하다	C	초급
9193	섭씨	명사	攝氏	섭씨 영 도	B	중급
5768	성06	명사	姓	김 씨	B	초급
1378	성07	명사	性		C	
4212	성08	명사	城		C	
	-성17	접사		인간성		중급
404	성격02	명사	性格	~이 좋다	B	초급
5631	성경03	명사	聖經		C	
2357	성공01	명사	成功	실패	B	초급
	성공적	관형사/명사		성공적 삶		중급
4911	성공적	명사	成功的		C	
2082	성공하다	동사	成功-		B	
	성과01	명사		~를 올리다		중급
9637	성당03	명사	聖堂	~에 다니다	C	중급
	성립	동사		성립 조건		중급
3153	성립되다	동사	成立-		C	
3936	성립하다	동사	成立-		C	
	성명03	명사		~을 부르다		중급
2712	성명10	명사	聲明		C	
8113	성별01	명사	性別	~을 구분하다	B	중급
	성숙	명사		~이 늦다		중급
4523	성숙하다	동사	成熟-		C	
	성실02	명사		불성실		중급
3645	성실하다02	형용사	誠實-		C	
3997	성인01	명사	成人	성인 여성	B	중급
1037	성장01	명사	成長	~이 멈추다	C	중급
2217	성장하다01	동사	成長-		C	
6619	성적01	명사	性的		C	
2444	성적04	명사	成績	~을 거두다	B	초급
	성적표	명사		~를 받다		중급
2866	성질	명사	性質	~이 못되다	C	중급
18828	성함	명사	姓銜	~을 묻다	B	초급
413	세01	관형사		~ 권	A	초급
4618	세07	의존명사	世		C	
969	세13	의존명사	歲	삼십 세	A	초급
120	세계02	명사	世界	세계 여행	B	초급
2251	세계관	명사	世界觀		C	
	세계적	관형사/명사		세계적 예술가		중급
2114	세계적	명사	世界的		B	
	세계화	명사		세계화 시대		중급
2160	세금01	명사	稅金	~을 내다	B	중급
406	세기03	명사	世紀	21세기	B	중급
3820	세다02	동사		돈을 ~	C	중급
3415	세다03	형용사		기운이 ~	B	초급
1316	세대02	명사	世代	~가 다르다	C	중급
	세대03	명사		~가 줄다		중급
	세력	명사		~을 확장하다		중급
4619	세련되다	형용사	洗練-	옷차림이 ~	C	중급
10105	세로01	명사		가로 ~	B	중급
	세모01	명사		~를 만들다		중급
5930	세미나	명사		seminar	C	중급
	세배	명사		~를 드리다		초급
258	세상01	명사	世上	~이 넓다	B	초급
7811	세상에	감탄사	世上-		C	
6621	세수04	명사	洗手	얼굴	A	초급
407	세우다01	동사		자리에서 ~	B	초급
2386	세워지다	동사			B	
1136	세월02	명사	歲月	~이 흐르다	C	중급
	세일	명사		세일 가격		중급
5931	세제04	명사	洗劑	~로 닦아내다	C	중급
	세종대왕	고유 명사	世宗大王		C	
	세차01	명사		자동 세차		중급
8116	세탁	명사	洗濯	~을 하다	B	초급
8809	세탁기	명사	洗濯機	~를 돌리다	A	초급
	세탁물	명사		~을 맡기다		중급
18841	세탁소	명사	洗濯所	~에 옷을 맡기다	B	초급
5506	세트	명사		set	C	중급
10106	섹시하다	형용사		sexy-	C	
4132	센터02	명사		center	B	초급
	센티	의존명사		1센티		중급
956	센티미터	의존명사		centimeter	A	초급
782	셈01	의존명사			C	
2771	셋	수사		숫자	A	초급
5023	셋째	관형사			A	
2834	셋째	수사/관형사/명사		숫자	A	초급
	셔츠	명사		~를 입다		중급
2415	소03	명사		동물	B	초급
	소-22	접사		소규모		중급
	-소23	접사		연구소		중급
	소감02	명사		~을 말하다		중급
3416	소개02	명사	紹介	직업 소개	B	초급
3360	소개되다	동사	紹介-		B	
	소개팅	명사		~에서 만나다		중급
1401	소개하다01	동사	紹介-		A	
	소고기	명사		~를 먹다		초급
4912	소규모	명사	小規模	소규모 집단	C	중급
	소극장	명사		~에서 공연하다		중급
	소극적	관형사		소극적 성격		중급
4524	소극적	명사	消極的		C	
1221	소금01	명사		~이 짜다	A	초급
	소금물	명사		~에 절이다		중급
7278	소나기01	명사		~가 내리다	B	중급
2083	소나무	명사		~가 무성하다	B	중급
960	소녀02	명사	少女	어린 소녀	B	중급
1078	소년01	명사	少年	소년 시절	B	중급
	소독04	명사		상처 소독		중급
	소독약	명사		~을 바르다		중급
1665	소득	명사	所得	~이 많다	C	중급
80	소리01	명사		~가 나다	B	초급
2656	소리치다	동사		크게 소리치다	B	중급
5507	소망03	명사	所望	~을 이루다	C	중급
3998	소매01	명사		~가 길다	C	중급
1519	소문02	명사	所聞	~이 돌다	B	중급
8117	소문나다	동사	所聞-	사업가로 ~	B	중급
3589	소박하다01	형용사	素朴-		C	
	소방관	명사		~이 출동하다		중급
	소방서	명사		~에 신고하다		중급
	소방차	명사		~가 출동하다		중급
	소변01	명사		~이 마렵다		중급
2041	소비05	명사	消費	~가 늘다	C	중급
775	소비자	명사	消費者	소비자 물가	B	중급
10110	소비하다	동사	消費-		C	
604	소설03	명사	小說	고전 소설	B	초급
4438	소설가	명사	小說家	~로 알려지다	B	중급
	소설책	명사		~을 읽다		중급
2218	소속01	명사	所屬		C	
3821	소수08	명사	少數	~에 불과하다	C	중급
2713	소스01	명사		sauce	B	중급
9195	소시지	명사		sausage	B	중급
1079	소식04	명사	消息	~을 듣다	B	초급
21016	소아과	명사	小兒科	~에서 진찰 받다	C	중급
	소요02	명사		소요 시간		중급
5633	소요되다	동사	所要-		C	
4525	소용07	명사	所用	~이 없다	C	중급
8118	소용없다	형용사	所用-	아무 소용없다	B	중급
3876	소원04	명사	所願	~을 빌다	C	중급
2598	소위06	부사	所謂		C	
1538	소유03	명사	所有	개인 소유	C	중급
2966	소유자	명사	所有者		C	
4352	소유하다01	동사	所有-		C	
3043	소음06	명사	騷音	~을 줄이다	C	중급
1499	소재05	명사	素材	소재로 삼다	C	중급
2772	소주05	명사	燒酒	~를 마시다	B	초급
1993	소중하다	형용사	所重-	친구가 ~	C	초급
7280	소중히	부사	所重-	소중히 여기다	C	중급
6084	소지품	명사	所持品	~을 보관하다	C	중급
6260	소질03	명사	素質		C	
4073	소파06	명사		sofa	A	초급
11884	소포01	명사	小包	우편	B	초급
5121	소풍02	명사	逍風	~을 가다	A	초급
1307	소프트웨어	명사		software	C	
4213	소형03	명사	小型	소형 자동차	C	중급
	소홀하다	형용사		일에 ~		중급
5024	소홀히	부사	疏忽-		C	
4807	소화06	명사	消化	~를 돕다	C	중급
	소화제01	명사		약		초급
5634	소화하다01	동사	消化-		C	
60	속01	명사		주머니 속	A	초급
	속눈썹	명사		~이 길다		중급
	속다01	동사		거짓말에 ~		중급
3481	속담	명사	俗談	~을 인용하다	C	중급
1072	속도01	명사	速度	~가 빠르다	B	초급
9645	속마음	명사		~을 털어 놓다	C	중급
5932	속삭이다	동사			C	
8120	속상하다02	형용사	-傷-	마음이 ~	C	중급
5122	속옷	명사		~을 입다	B	초급
4074	속이다	동사		친구를 ~	C	중급
1436	속하다02	동사	屬-	모임에 ~	B	중급
185	손01	명사		신체의 일부	A	초급
1273	손가락	명사		신체	A	초급
	손가방	명사		~을 들다		중급
5771	손길	명사		~을 내밀다	C	중급
	손끝	명사		~에 닿다		중급
11888	손녀	명사	孫女	~를 돌보다	B	초급
902	손님	명사		~이 없다	A	초급
6830	손등01	명사		~으로 닦다	C	중급
5123	손목	명사		~에 시계를 차다	B	중급
	손목시계	명사		~를 차다		중급
2773	손바닥	명사		신체	B	초급
5025	손발	명사		~이 저리다	B	중급
8811	손뼉	명사		~을 치다	B	중급
8812	손수01	부사			C	
8121	손수건	명사	-手巾	~으로 닦다	B	초급
4620	손쉽다	형용사		손쉽게 끝내다	C	중급
5124	손실	명사	損失		C	
3154	손자01	명사	孫子	~를 돌보다	B	중급
9647	손잡다	동사		서로 손잡다	C	중급
7281	손잡이	명사		~를 잡다	B	중급
4707	손질	명사		머리 손질	C	중급
4526	손질하다	동사			C	
4708	손톱01	명사		~을 깎다	B	중급
3008	손해	명사	損害	~를 입히다	C	중급
2553	솔직하다	형용사	率直-	성격이 ~	B	중급
2445	솔직히	부사	率直-	솔직히 말하다	B	중급
6261	솜	명사			C	
2339	솜씨	명사		~가 좋다	C	중급
3241	솟다01	동사		물가가 ~	C	중급
	송별회	명사		~를 열다		중급
8122	송아지	명사		~를 키우다	B	중급
6085	송이01	명사		꽃 한 ~	B	중급
8813	송편	명사	松-	음식	B	초급
6086	쇠01	명사		~가 녹슬다	C	중급
2181	쇠고기	명사		~를 굽다	A	중급
3822	쇼02	명사		show	B	중급
9202	쇼핑	명사		shopping	A	초급
	쇼핑몰	명사		~을 운영하다		중급
	쇼핑센터	명사		~에서 사다		중급
7045	수02	명사		방법	C	
6	수02	의존명사		방법	A	
	수07	명사		수요일		중급
907	수26	명사	數	~를 세다	C	초급
4527	수건	명사	手巾	~으로 닦다	A	초급
7816	수고01	명사		~를 하다	C	초급
7046	수고하다01	동사			B	
6441	수년02	명사	數年	~이 흐르다	B	중급
	수다01	명사		~를 떨다		중급
1274	수단01	명사	手段	~이 좋다	C	중급
	수도05	명사		수도를 놓다		중급
1666	수도09	명사	首都	~를 정하다	C	중급
2931	수도권	명사	首都圈	~에 거주하다	C	중급
7283	수도꼭지	명사	水道-	~를 잠그다	C	중급
8124	수돗물	명사	水道-	~을 마시다	B	중급
	수동적02	관형사/명사		수동적 자세		중급
5508	수동적02	명사	受動的		C	
	수량05	명사		~이 모자라다		중급
	수리14	명사		~를 맡기다		중급
	수리비	명사		~를 내다		중급
10119	수리하다02	동사	修理-		C	
8126	수만	수사/관형사	數萬	수만 원	C	중급
1370	수많다	형용사	數-	수많은 사람	B	중급
4075	수면07	명사	睡眠	~을 방해하다	C	중급
	수면제	명사		~를 먹다		중급
3937	수명05	명사	壽命	~이 길다	C	중급
4353	수박01	명사		과일	A	초급
4285	수백04	수사/관형사	數百	수백 마리	C	중급
	수사18	명사		경찰 수사		중급
2575	수상09	명사	首相	~으로 뽑히다	B	중급
1922	수석02	명사	首席		C	
	수선13	명사		~을 맡기다		중급
	수속01	명사		~을 밟다		중급
	수수께끼	명사		~를 풀다		중급
	수수료	명사		~를 내다		중급
1722	수술05	명사	手術	~을 받다	B	초급
4914	수시로	부사	隨時-	수시로 열다	C	중급
2714	수십	수사/관형사	數十	수십 개	C	중급
9208	수업03	명사	修業		C	
919	수업04	명사	授業	~을 받다	A	초급
3590	수없이	부사	數-	수없이 많다	C	중급
4134	수염04	명사	鬚髥		B	
2899	수영02	명사	水泳	~을 배우다	A	초급
	수영복	명사		~을 입다		초급
11896	수영장	명사	水泳場	~에 다니다	A	초급
1675	수요06	명사	需要	~가 늘다	C	중급
7818	수요일	명사	水曜日	요일	A	초급
	수용06	명사		조건 수용		중급
2530	수입01	명사	收入	~이 많다	B	중급
1180	수입02	명사	輸入	수출	B	중급
8129	수입되다02	동사	輸入-		C	
8130	수입품02	명사	輸入品	수출품	C	중급
3877	수입하다02	동사	輸入-		B	
8438	수저01	명사		~를 놓다	C	초급
	수정09	명사		계획 수정		중급
522	수준	명사	水準	~이 높다	C	중급
5234	수집02	명사	蒐集	우표 수집	C	중급
4135	수집하다02	동사	蒐集-		C	
4076	수천07	수사/관형사	數千	수천 명	C	중급
	수첩01	명사		~에 쓰다		초급
1161	수출03	명사	輸出	수입	B	중급
6445	수출하다03	동사	輸出-		B	
6088	수컷	명사			C	
3075	수표01	명사	手票	~를 발행하다	B	중급
5235	수필04	명사	隨筆		C	
7049	수학03	명사	修學		B	
3823	수학05	명사	數學	~을 가르치다	B	중급
	수행02	명사		업무 수행		중급
2358	수행하다02	동사	遂行-		C	
4808	수험생	명사	受驗生		C	
3417	수화기	명사	受話器		B	
9653	숙녀	명사	淑女	~로 자라다	C	중급
	숙박	명사		숙박 시설		중급
	숙박비	명사		~를 지불하다		중급
6446	숙소02	명사	宿所	~에 머물다	B	중급
2473	숙이다	동사		고개를 ~	B	중급
1627	숙제03	명사	宿題	~를 하다	A	초급
532	순간03	명사	瞬間	순간 놀라다	B	중급
	순간적	관형사/명사		순간적 느낌		중급
5637	순간적	명사	瞬間的		C	
	순두부찌개	명사		음식		초급
1948	순서	명사	順序	~를 매기다	B	초급
3759	순수03	명사	純粹		C	
2237	순수하다02	형용사	純粹-	마음이 ~	B	중급
4528	순식간	명사	瞬息間	순식간에 사라지다	C	중급
5774	순위	명사	順位	~를 정하다	C	중급
6627	순진하다01	형용사	純眞-	어린아이처럼 ~	C	중급
9655	순하다02	형용사	順-	사람이 ~	C	중급
7561	숟가락	명사		~을 들다	A	초급
372	술01	명사		~을 먹다	A	초급
854	술06	의존명사		밥 한 ~	A	
7562	술병02	명사	-甁	~을 비우다	B	중급
8134	술자리	명사		~에 모이다	B	중급
5509	술잔	명사	-盞	~을 돌리다	B	중급
2387	술집	명사		~에서 술을 마시다	B	초급
1137	숨01	명사		~을 쉬다	B	중급
3192	숨기다	동사		물건을 ~	C	중급
2006	숨다01	동사		산 속으로 ~	B	중급
	숨소리	명사		~가 고르다		중급
3009	숨지다	동사		사고로 ~	C	중급
1820	숫자	명사	數字	~를 세다	B	초급
1038	숲01	명사		~이 우거지다	B	중급
	쉬다02	동사		목이 ~		중급
992	쉬다03	동사		편안히 ~	A	초급
2388	쉬다04	동사		숨을 ~	B	초급
27846	쉰	수사/관형사		숫자	A	초급
246	쉽다	형용사		문제가 ~	A	초급
	쉿	감탄사		쉿! 조용히 해 봐		중급
	슈퍼	명사		~에서 사다		중급
6447	슈퍼마켓	명사		supermarket	A	초급
2900	스님	명사		~을 모시다	B	중급
	-스럽다	접사		자랑스럽다		중급
4078	스무	관형사		숫자	A	초급
	스무째	수사/관형사/명사		스무째 날		중급
10126	스물	수사		숫자	A	초급
1340	스스로	명사			B	
614	스스로	부사/명사		나 스스로	B	초급
2132	스승01	명사			C	
6628	스웨터	명사		sweater	B	초급
4354	스위치	명사		switch	C	중급
2599	스치다01	동사		살짝 닿다	C	중급
	스카프	명사		~를 매다		초급
	스커트	명사		~를 입다		중급
17164	스케이트	명사		skate	B	초급
9213	스케줄	명사		schedule	B	중급
9214	스키	명사		ski	A	초급
10634	스키장	명사	-場	~에서 놀다	B	초급
1676	스타	명사		star	B	초급
2238	스타일	명사		style	B	중급
	스타킹	명사		~을 신다		중급
3646	스튜디오	명사		studio	C	중급
1486	스트레스	명사		stress	A	초급
	스파게티	명사		음식		초급
1689	스포츠	명사		sports	A	초급
5511	슬그머니	부사			C	
	슬리퍼	명사		~를 신다		중급
5125	슬쩍	부사		슬쩍 묻다	C	중급
7822	슬퍼하다	동사		이별을 ~	B	초급
2284	슬프다	형용사		마음이 ~	A	초급
2804	슬픔	명사		~에 잠기다	B	초급
1742	습관	명사	習慣	~을 기르다	B	초급
7564	습기02	명사	濕氣	~를 제거하다	C	중급
	습도	명사		~가 높다		중급
	습하다01	형용사		공기가 ~		중급
4136	승객	명사	乘客	~을 태우다	C	중급
	승낙	명사		~을 받다		중급
2744	승리	명사	勝利	~를 얻다	C	중급
6089	승리하다	동사	勝利-		C	
	승무원	명사		비행기 승무원		중급
4079	승부03	명사	勝負		C	
2774	승용차	명사	乘用車	~를 운전하다	B	중급
3591	승진03	명사	昇進	승진 시험	C	중급
	승차02	명사		승차 거부		중급
	승차권	명사		~을 끊다		중급
	승패02	명사		~를 가르다		중급
2657	시06	명사	市	서울시	A	초급
	시10	명사/의존명사		몇 시/태어난 시		초급
193	시10	의존명사	時		A	
442	시13	명사	詩	~를 읽다	C	중급
3760	시각03	명사	時刻	일출 시각	C	중급
1264	시각04	명사	視角	여성의 시각	C	중급
99	시간04	명사/의존명사	時間	이 걸리다	A	초급
551	시간04	의존명사	時間		A	
	시간표	명사		~를 짜다		초급
1677	시계01	명사	時計		A	
	시계02	명사		시간		초급
1539	시골	명사		~에 살다	B	초급
7823	시금치	명사		~를 무치다	C	중급
4080	시기04	명사	時期	등록 시기	C	중급
579	시기05	명사	時機		C	
4809	시끄럽다	형용사		소리가 ~	B	초급
5126	시나리오	명사		scenario	C	
2340	시내03	명사	市內	시외	B	초급
12628	시내버스	명사	市內-	~를 타다	B	중급
	시다01	형용사		맛이 ~		초급
	시달리다	동사		업무에 ~		중급
111	시대02	명사	時代	조선 시대	B	중급
10637	시대적	명사	時代的		C	
9658	시댁	명사	媤宅	~에 가다	C	중급
4530	시도07	명사	試圖	~가 성공하다	C	중급
2446	시도하다03	동사	試圖-		B	
8822	시들다	동사		꽃이 ~	C	중급
8823	시디01	명사		콤팩트디스크	C	중급
6267	시디롬	명사		CD-ROM	C	
	시력01	명사		~이 좋다		중급
1548	시리즈	명사		series	B	중급
4001	시멘트	명사		cement	C	중급
611	시민	명사	市民	~을 설득하다	B	초급
9660	시부모	명사	媤父母	~에게 효도하다	B	중급
1027	시선03	명사	視線	~이 마주치다	C	중급
650	시설03	명사	施設	~에 투자하다	B	중급
1641	시스템	명사		system	C	중급
27910	시아버지	명사	媤-	~를 모시다	B	중급
4915	시야03	명사	視野	~를 가리다	C	중급
3824	시어머니	명사	媤-	~를 모시다	B	초급
9222	시외01	명사	市外	~로 나가다	B	중급
18933	시외버스	명사	市外-	~를 타다	C	중급
1844	시원하다	형용사		공기가 ~	A	초급
1509	시월01	명사	十月	달(월)	A	초급
1463	시위04	명사	示威		C	
890	시인10	명사	詩人	여류 시인	B	중급
5935	시일04	명사	時日	~이 걸리다	C	중급
1454	시작01	명사	始作	끝	A	초급
573	시작되다01	동사	始作-		A	
131	시작하다01	동사	始作-		A	
5513	시장03	명사	市長	~을 뽑다	C	중급
218	시장04	명사	市場	~에 가다	A	초급
559	시절01	명사	時節	어린 시절	B	중급
2239	시점02	명사	時點	~에 이르다	C	중급
3482	시중03	명사	市中	시중 가격	C	중급
3938	시즌	명사		season	C	
3825	시집01	명사	媤-	시집 식구	B	중급
4532	시집03	명사	詩集	~을 읽다	C	중급
5638	시집가다	동사	媤-	부잣집에 ~	C	중급
5639	시청01	명사	市廳	시청 공무원	B	초급
	시청03	명사		텔레비전 시청		중급
5514	시청률	명사	視聽率	~이 높다	C	중급
2503	시청자	명사	視聽者	~에게 전달하다	B	중급
876	시키다01	동사		일을 ~	B	초급
5936	시합01	명사	試合	~에서 이기다	C	중급
	시행01	명사		시행 예정		중급
639	시험03	명사	試驗	~을 보다	A	초급
	시험지	명사		~를 채점하다		중급
725	식04	의존명사	式		B	
1556	식구01	명사	食口	가족	B	초급
8140	식기01	명사	食器	~를 씻다	C	중급
3878	식다01	동사		국이 ~	B	초급
1393	식당	명사	食堂	~에서 식사하다	A	초급
	식당가	명사		~에서 먹다		중급
1907	식량03	명사	食糧	~을 구하다	C	중급
10131	식료품	명사	食料品	~을 사다	C	중급
1444	식물02	명사	植物	~을 기르다	B	중급
	식비02	명사		~를 내다		중급
4711	식빵	명사	食-	~을 먹다	B	초급
928	식사03	명사	食事	~를 하다	A	초급
	식사량	명사		~을 줄이다		중급
5777	식사하다02	동사	食事-		A	
6268	식생활	명사	食生活		C	
8444	식욕	명사	食慾	~이 떨어지다	C	중급
2635	식용유	명사	食用油	~에 튀기다	B	중급
	식중독	명사		~에 걸리다		중급
6091	식초	명사	食醋	~를 넣다	B	초급
2932	식탁	명사	食卓	~을 차리다	A	초급
1723	식품01	명사	食品	~을 섭취하다	B	초급
27929	식품점	명사	食品店	~에서 사다	C	중급
	식후02	명사		식후 30분		중급
10132	식히다	동사		차를 ~	C	중급
	신01	명사		을 신다		중급
2341	신02	명사		~이 나다	B	중급
1141	신09	명사	神		C	
	신-15	접사		신세계		중급
1022	신경04	명사	神經	~을 다치다	C	중급
2687	신고01	명사	申告	분실물 신고	B	중급
3320	신고하다01	동사	申告-		C	
4002	신규	명사	新規		C	
3939	신기하다01	형용사	神奇-	마술이 ~	C	중급
5237	신기하다04	형용사	新奇-		C	
	신나다	동사		나들이에 ~		중급
4082	신념01	명사	信念	~을 지키다	C	중급
2715	신다	동사		양말을 ~	A	초급
	신라	고유 명사	新羅		C	
3156	신랑02	명사	新郞	신부	B	초급
	신뢰02	명사		~를 잃다		중급
	신맛	명사		~이 나다		중급
513	신문10	명사	新聞	~을 읽다	A	초급
5516	신문사	명사	新聞社	~에 다니다	B	중급
5127	신문지	명사	新聞紙	~에 싸다	B	중급
2199	신발	명사		~을 신다	A	초급
7054	신부04	명사	神父	가톨릭	C	중급
2285	신부10	명사	新婦	신랑	B	초급
2133	신분02	명사	身分	~에 맞다	C	중급
	신분증	명사		~을 확인하다		초급
5238	신비02	명사	神秘	우주의 ~	C	중급
8826	신사16	명사	紳士	숙녀	C	중급
	신상품	명사		~을 내놓다		중급
2658	신선하다03	형용사	新鮮-	과일이 ~	B	초급
5239	신설03	명사	新設		C	
4355	신세02	명사		~를 망치다	C	중급
4810	신세대	명사	新世代	신세대 문화	C	중급
5939	신속하다02	형용사	迅速-		C	
	신앙	명사		~이 깊다		중급
2266	신용01	명사	信用	~을 잃다	B	중급
4214	신인07	명사	新人		C	
	신입03	명사		신입 사원		중급
4083	신입생	명사	新入生	~을 모집하다	B	중급
5940	신제품	명사	新製品	~이 나오다	C	중급
	신중04	명사		~을 기하다		중급
5941	신중하다	형용사	愼重-		C	
2359	신청01	명사	申請	~을 받다	B	초급
7828	신청서	명사	申請書	~를 접수하다	C	중급
4003	신청하다01	동사	申請-		C	
1209	신체02	명사	身體	~가 튼튼하다	B	중급
	신체적	관형사/명사		신체적 기능		중급
9666	신체적	명사	身體的		C	
2868	신호01	명사	信號	~를 기다리다	B	초급
6269	신호등	명사	信號燈	~을 기다리다	B	초급
	신혼04	명사		신혼 생활		중급
8828	신혼부부	명사	新婚夫婦	예비 신혼부부	B	중급
6270	신혼여행	명사	新婚旅行	~을 떠나다	B	초급
1575	신화04	명사	神話	단군 신화	C	중급
1520	싣다01	동사		짐을 ~	B	초급
6271	실01	명사		~을 감다	C	중급
5240	실감	명사	實感	~이 나다	C	중급
2343	실내	명사	室內	~로 들어가다	B	중급
3193	실력02	명사	實力	~이 뛰어나다	B	중급
7291	실례01	명사	失禮	~가 되다	A	초급
	실례02	명사		~를 들다		중급
17194	실례하다	동사	失禮-		A	
2360	실로01	부사	實-		C	
2007	실리다01	동사		'싣다'의 피동사	C	중급
5241	실망02	명사	失望	~이 크다	C	중급
5372	실망하다02	동사	失望-		C	
1540	실수01	명사	失手	~를 하다	B	초급
9670	실수하다	동사	失手-		B	
3157	실습	명사	實習	~을 나가다	C	중급
1870	실시03	명사	實施	훈련 실시	C	중급
2134	실시되다	동사	實施-		C	
771	실시하다03	동사	實施-		C	
	실업01	명사		실업 위기		중급
	실용적	관형사/명사		실용적 기술		중급
4004	실은	부사	實-	실은 그렇지 않다	C	중급
4288	실장	명사	室長	~으로 승진하다	C	중급
2162	실정04	명사	實情		C	
1809	실제02	명사	實際		B	
3647	실제02	부사/명사	實際	실제 일어나다	C	중급
855	실제로	부사	實際-	실제로 일어나다	C	중급
	실종	명사		실종 사건		중급
3761	실질적	명사	實質的		C	
943	실천01	명사	實踐	~에 옮기다	C	중급
1894	실천하다01	동사	實踐-		C	
2504	실체02	명사	實體	~를 보다	C	중급
5128	실컷	부사		실컷 놀다	C	중급
3076	실태02	명사	實態		C	
3242	실패02	명사	失敗	성공	B	초급
2933	실패하다01	동사	失敗-		B	
1908	실험	명사	實驗	~을 하다	C	중급
3537	실현	명사	實現	꿈의 실현	C	중급
4917	실현되다	동사	實現-		C	
3694	실현하다	동사	實現-		C	
776	싫다01	형용사		일이 ~	A	초급
10136	싫어지다	동사			B	
2636	싫어하다	동사		몹시 싫어하다	A	초급
	싫증	명사		~이 나다		중급
	-심09	접사		배려심		중급
1073	심각하다02	형용사	深刻-	문제가 ~	B	중급
9231	심각해지다	동사	深刻-		C	
1333	심다01	동사		나무를 ~	B	초급
2416	심리01	명사	心理	~를 나타내다	B	중급
	심리적	관형사/명사		심리적 변화		중급
6451	심리적	명사	心理的		C	
6095	심부름	명사		~을 보내다	B	중급
3484	심사08	명사	審査	~를 받다	C	중급
6634	심심하다01	형용사		지루하다	C	초급
2042	심장02	명사	心臟	~이 뛰다	C	중급
2417	심정01	명사	心情	~이 답답하다	C	중급
	심지어	부사		심지어 ~까지도		중급
4005	심판02	명사	審判	법의 심판	C	중급
761	심하다	형용사	甚-	장난이 ~	B	초급
5373	심해지다	동사	甚-		B	
24036	십	수사/관형사	十	숫자	A	초급
	십만	수사/관형사		숫자		초급
	십상02	명사/부사		십상 알맞다		중급
1410	십이월	명사	十二月	달(월)	A	초급
2099	십일월	명사	十一月	달(월)	A	초급
8830	싱겁다	형용사		맛이 ~	B	초급
4137	싱싱하다	형용사		야채가 ~	C	중급
92	싶다	보조 용언			A	
5641	싶어지다	보조 용언			C	
7292	싸구려	명사		싸구려 화장품	C	중급
2100	싸다01	동사		보자기에 ~	B	초급
	싸다02	동사		오줌을 ~		중급
2240	싸다05	형용사		집값이 ~	A	초급
1007	싸우다	동사		친구와 ~	A	초급
1384	싸움	명사		~이 나다	B	중급
	싸이다01	동사		보자기에 ~		중급
9233	싹02	부사			C	
8146	싼값	명사		~에 팔다	C	중급
695	쌀	명사		보리	B	초급
	쌀쌀하다	형용사		날씨가 ~		초급
5778	쌍02	명사	雙	쌍으로 묶다	C	중급
5031	쌍둥이	명사	雙-	~를 키우다	C	중급
1521	쌓다	동사		물건을 ~	B	초급
1411	쌓이다	동사		책들이 ~	B	중급
5944	썩01	부사		썩 잘한다	C	중급
